0.775000        0.425000        0.675000        0.287500        0       0       1
0.625000        0.412500        0.175000        0.025000        1       0       0
0.712500        0.350000        0.512500        0.162500        0       1       0
0.737500        0.375000        0.637500        0.225000        0       0       1
0.612500        0.387500        0.187500        0.025000        1       0       0
0.675000        0.375000        0.562500        0.187500        0       1       0
0.762500        0.325000        0.700000        0.175000        0       0       1
0.625000        0.400000        0.150000        0.025000        1       0       0
0.750000        0.425000        0.562500        0.200000        0       1       0
0.962500        0.375000        0.762500        0.287500        0       0       1
0.687500        0.437500        0.162500        0.025000        1       0       0
0.837500        0.387500        0.587500        0.187500        0       1       0
0.787500        0.425000        0.700000        0.300000        0       0       1
0.625000        0.425000        0.187500        0.025000        1       0       0
0.612500        0.300000        0.412500        0.125000        0       1       0
0.912500        0.362500        0.787500        0.225000        0       0       1
0.650000        0.437500        0.187500        0.025000        1       0       0
0.837500        0.375000        0.625000        0.212500        0       1       0
0.762500        0.375000        0.612500        0.225000        0       0       1
0.600000        0.375000        0.175000        0.037500        1       0       0
0.712500        0.375000        0.525000        0.150000        0       1       0
0.837500        0.375000        0.650000        0.287500        0       0       1



